,ID,Class,Text_Post,Duracao,DiaDaSemana,Plays,Comentarios,Compart.,Texto,Curtidas,Perfil,Classifier_Plays,Classifier_Comentarios,Classifier_Compart.,Classifier_Curtidas
266,7137757605404888325,Cosmetics Person Hairstyle Facial expression Flash photography Eyelash Red Lip Gesture Poster Lipstick,Descubr_Ma_WW_Qual apoiador_do Lula é você?,6.29,terça-feira,169300,4077,168,Descubra qual apoiador do Lula é você! Pausa a tela e comenta aqui👇 #brasildaesperança #lula,16200,1,Mediano,Viral,Flopou,Mediano
267,7137801938913004806,Line T-shirt Tradesman Person Helmet Muscle Engineering Font,Lula Presidente_PROPOSTAS DO_LULA_PRA MELHORAR_A VIDA DO POVO_PROPOSTAS DO_LULA_HORAR_O POVO_PROPOSTAS DO_LULA_PRA MELHORAR_A VIDA DO POVO,35.43,terça-feira,58300,201,331,"Pra melhorar a vida do povo, é Lula presidente de novo 🇧🇷❤️⭐️ #brasildaesperança #povobrasileiro #Lula",3543,1,Flopou,Flopou,Flopou,Flopou
268,7137827454768385285,Photograph Sneakers Shoe Person Leg Recreation Font Thigh Sports equipment Shorts Knee,CARNES_PRA TUDO TEM JEITO_CARNES_PRA TUDO TEM JEITO_CARNES_PRA TUDO TEM JEITO,31.53,terça-feira,2000000,4324,10100,É só comparar pra ver a diferença 🇧🇷❤️ Vote Lula13 e no #brasildaesperança #lula #preçodacomida #custodevida,112700,1,Viral,Viral,Viral,Viral
269,7137993262245121286,Spokesperson Coat Beard Natural environment Public address system Microphone Forehead Hair Chin Sleeve,13_Segurança pública_É só cumprir com as_suas funções sociais,48.64,quarta-feira,71600,252,117,O papel do Estado pra reduzir a violência ❤️ #brasildaesperança,5298,1,Flopou,Flopou,Flopou,Flopou
270,7138037947739245830,Person Hair Outerwear Crowd Coat Suit Clothing Event Gesture Tie Blazer,Z,28.4,quarta-feira,601400,1684,498,#jairbolsonaro #presidente #brasil #molecada #um #forte #abraco #🇧🇷,89000,0,Bombou,Bombou,Mediano,Viral
271,7138089810849287430,Forehead Hat Font Top People Muscle Eyewear Gesture Product T-shirt Photograph Person Sleeve Joy,"DEPUREDE SOLIDARIE_O VAR_CHAMA_PROPAGANDA BLETDRAL-COUDE SOLDAREDADE, FOR, AGRAVE",40.7,quarta-feira,67700,230,408,Chama o VAR ⭐️🇧🇷 #brasildaesperança #VAR #futebol #futebolbrasileiro,4938,1,Flopou,Flopou,Mediano,Flopou
272,7138162343992675590,Urban design Building Fan Event Sky City,,72.51,quarta-feira,141300,499,494,- Foz do Iguaçu / Curitiba . Paraná (31/08/2022) #parana #foz #do #iguacu #fozdoiguacu #curitiba #pr #presidente #jair #bolsonaro #jairbolsonaro #brasil #br #🇧🇷,11800,0,Mediano,Mediano,Mediano,Mediano
273,7138202510384286982,Fun Facial expression Motor vehicle Tie Summer Photograph Hat Leisure Adaptation Happy Person Event Joy,40v4_Enco_nante_na floresta Amazônica_S,42.98,quarta-feira,149400,585,837,"Nossos indígenas e nossos povos ribeirinhos terão um ministério dos Povos Originários para promover políticas públicas. A #saúde #indígena poderá ser cuidada por profissionais indígenas, porque vamos trabalhar para formar muita gente na área da saúde. #brasildaesperança #Lula",15400,1,Mediano,Mediano,Mediano,Mediano
274,7138228572757527813,Chin Beard Joy Person Happy Wrinkle Mouth Nose Smile Gesture Forehead Sleeve,Quer saber quando o Lula_estará na sua cidade?,15.63,quarta-feira,106800,364,54,Estamos chegando em Belém dia 01/set e São Luis no dia 02 🇧🇷❤️⭐️ #brasildaesperança #Lula #equipelula,10700,1,Flopou,Flopou,Flopou,Mediano
275,7138398745724603653,Spokesperson Joy Tie Facial expression White-collar worker Sleeve Smile News Gesture Microphone Font,Estadista_De verdade_sabe fazer_a gente ir junto.,55.56,quinta-feira,183800,659,3354,Voltar para governar ainda melhor o #Brasildaesperança 🇧🇷❤️Obrigado pelo vídeo @LulaComBr #vamosjuntospelobrasil #Estadista #equipelula #Lula,20400,1,Mediano,Mediano,Bombou,Mediano
276,7138447266934902022,Happy Smile Wrinkle Person Chin Collar Tie Blazer Joy Beard,6 coisas que_vão acontecer_com Lula Presidente,42.98,quinta-feira,608400,4685,2188,Marque aqui alguém que precisa conhecer nossas propostas👇#brasildaesperança #lula2022 #lulapresidente,86900,1,Bombou,Viral,Bombou,Viral
277,7138453696609848581,Muscle Sleeve Joy Knee Top Sportswear Shoe Footwear Shirt Pants Blurred Thigh Active pants White Person T-shirt,BOLSONARO 22_250_0,22.8,quinta-feira,738700,2649,4654,#jair #bolsonaro #22 #jairbolsonaro #brasil #🇧🇷 #presidente #deus #patria #familia #liberdade,84400,0,Viral,Viral,Viral,Viral
278,7138527757897567493,Thumb Gesture Chin Jaw Finger Sleeve Forehead Wrinkle Mouth,$13_Vai Corinthians!,28.44,quinta-feira,730800,1332,6135,“O Corinthians é um estado de espírito.” 112 anos de história! Um abraço para a torcida corintiana ⚽️🇧🇷❤️ #brasildaesperança #corinthians #futebolbrasileiro,73300,1,Viral,Bombou,Viral,Viral
279,7138572663148055814,Event Sad Audio equipment Microphone stand Forehead Public address system Spokesperson Music artist Microphone,ED_COCA-COLA!,26.7,quinta-feira,2300000,2410,7087,#cocacola #jair #bolsonaro #kkkk #jairbolsonaro,249800,0,Viral,Bombou,Viral,Viral
280,7138769033851194630,Gesture Person Organ Photograph Green Fun Facial expression Joy Pink Happy Hat Plant Human,"PROPAGANDA ELETTORAL GRATUITA, COUSACÃO BRASIDA_Com Lula,_Propostas !_Com Lula,",30.88,sexta-feira,186500,767,714,É só comparar: que Brasil você quer? ❤️🇧🇷🦑 #brasildaesperança #lulapresidente2022 #equipelula,20500,1,Mediano,Mediano,Mediano,Mediano
281,7138821558675541254,Happy Product Font Tie Joy Smile News,"E_Consumidores brasileiros_deverão sentir a redução do_ICMS nas faturas de energia_elétrica_Ministério da Justiça divulga medida para_que valores sejam reduzidos já na próxima_fatura, sob pena de multa diária",12.35,sexta-feira,133000,297,518,#energia #luz #eletrica #conta #icms #brasil #brasileiro #lares #empresas #pequenas #grandes #producao #🇧🇷 #presidente #jair #bolsonaro #jairbolsonaro #de,8911,0,Mediano,Flopou,Mediano,Flopou
282,7138822872415423750,Spokesperson Gesture Event Person Performing arts Entertainment Musician Music artist Audio equipment Microphone Music,Lula precisa_de você_e_te_viver dignamente._+,49.85,sexta-feira,123300,330,404,"O Lula precisa de você nessa reta final das eleições. Converse com amigos, vizinhos, parentes e ajude a construir o #brasildaesperança 🇧🇷❤️ #brasil #EquipeLula #eleições #lula",10900,1,Flopou,Flopou,Flopou,Mediano
283,7138850032819752197,Blurred Performing arts Exposed Electric blue Event Visual effect lighting Electricity Display device Jeans Entertainment Font Person Hat,Obrigado!,6.96,sexta-feira,97300,337,161,Obrigado Manaus e obrigado Belém! Vamos construir o #brasildaesperança 📸 Ricardo Stuckert #lula #CapCut #whereareyou #trend,9019,1,Flopou,Flopou,Flopou,Flopou
284,7139098273691733254,Vision care Chin Watch Glasses Eyebrow Gesture Dress shirt Nose Hat Tie Forehead Person,Só temos_notícias boas_33_LODI,25.56,sábado,152800,449,441,"- Os números mostram que reruzir impostos aumentam a arrecadação, gerando empregos e ivestimentos em todos os setores do Brasil. É so não roubar que as coisas andam! #jairbolsonaro #bolsonaro #presidente #reducao #impostos #auxilio #brasil #🇧🇷 #comercio #pib",14700,0,Mediano,Mediano,Mediano,Mediano
285,7139176523604430086,Hat Nose Eyebrow Skin Human Jaw Eyelash Forehead Mouth Organ Chin,"LULA 13_Lula 13_@Lula Oficial_Tenho 76 anos de vida. Digo todo o_dia que a idade não deixa a gente_velho, o que deixa a gente velho é não_ter uma causa, não ter uma_motivação. A minha causa é dar_dignidade_915 milhãng de_bras_Minha causa",16.31,sábado,2100000,4794,6229,“Minha causa é dar dignidade e respeito a 215 milhões de brasileiros” 🇧🇷❤️⭐️ #Lula #Brasil #equipelula #rockinrio2022,208100,1,Viral,Viral,Viral,Viral
286,7139246317414501637,Helmet Jeans Sky Person Joy Water Hat Recreation,PASA_Hoy 31 de Agosto 2022_11 maritopresidente,54.87,sábado,225500,534,779,"- No passado, obras superfaturadas abandonadas no meio do caminho e o brasileiro desamparado pagando pelo prejuízo. Hoje, nosso povo é verdadeiramente beneficiado com obras concluídas e sem corrupção. O Brasil do futuro virou o Brasil do presente! #bolsonaro #brasil #chiclete #com #banana #presidente #jair #bolsonaro #jairbolsonaro #chicleteiro #brasil #🇧🇷 #paraguai",22700,0,Mediano,Mediano,Mediano,Mediano
287,7139266455882796294,Skin Nose Chin Lip Joy Necklace Forehead Eyebrow Head Smile Hairstyle Hair,Propostas,41.26,sábado,45800,119,147,Propostas para melhorar a vida das mulheres brasileiras. Esse é o compromisso do Lula com o Brasil.🦑 #brasildaesperança🇧🇷❤️ #Brasil #propostas,2725,1,Flopou,Flopou,Flopou,Flopou
288,7139326490860195078,Coat Blue Microphone Outerwear Suit World Spokesperson Tie News Green Joy,ORDEM E_para melhorar a vida do povo._ORDEM E_é o cara_ORDEM E_(_para melhorar a vida do povo._LULA_ARV_LULA_HRV_LULA,30.23,sábado,183000,570,2596,Sabe porque Lula é considerado o maior presidente da história? #brasildaesperança #Lula #politicabrasil #eleições #presidente #EquipeLula,14200,1,Mediano,Mediano,Bombou,Mediano
289,7139482352639577349,Head Hair Chin Sleeve Beard Facial hair Spokesperson Joy Forehead Public address system Microphone,"Luz para_todos_meu tiino aormir,",51.62,domingo,61400,212,247,O Luz para todos transformou a vida de brasileiros ao redor do país. Voltar à presidência pra fazer ainda mais pelo nosso povo. #BrasildaEsperança #Lula #Brasil #Luz,5180,1,Flopou,Flopou,Flopou,Flopou
290,7139514285251644678,Vision care Forehead Suit Microphone Collar Dress shirt Glasses Tie Gesture Human,Vamos falar sobre o pix?,29.88,domingo,812600,2458,2350,BolsonaroMessiasJair (@bolsonaromessiasjair) no TikTok,95200,0,Viral,Bombou,Bombou,Viral
291,7139582514061905157,Microphone Joy Coat Face Shoe Community Hat Trousers Organ Clothing Person Outerwear Pants Organism,X_CEOD-DOOD,21.99,domingo,70000,307,108,As mulheres são maioria e merecem um governo que as trate com respeito. Encontro com trabalhadoras domésticas em São Bernardo 🇧🇷❤️ #brasildaesperança #Mulheres #brasileiras #trabalhodomestico #trabalhadoras,7257,1,Flopou,Flopou,Flopou,Flopou
292,7139626415502150917,Rectangle Parallel Font,CACH_CATCHCALCACADCATCHCACAL_FACFCFI,20.15,domingo,77500,395,212,Finjam que sou um personagem de um game e me usem para salvar o Brasil. Obrigado @crisvector_real pelo desenho 🎮❤️🇧🇷⭐️ #brasildaesperança #Brasil #Lula #equipelula #videogamebr #gametok,5434,1,Flopou,Mediano,Flopou,Flopou
293,7139632479283006725,Tie Blazer Font Collar Person Spokesperson Formal wear Suit Event Coat,"Bolsonaro 22_o Bolsa Família valia, em média, R$192.",28.67,domingo,207100,684,787,#jairbolsonaro #presidente #mais #humildes #auxiliobrasil #auxilio #brasil #compartilhe #bolsonaro #jair #🇧🇷,21800,0,Mediano,Mediano,Mediano,Mediano
294,7139708633780096262,Skin Product Smile Chin Hat Face Facial expression Organ Cheek Joy Head Hair,d_A_que eu quero_a,55.49,domingo,170100,617,1975,Comida no prato das famílias brasileiras e oportunidades para todos ❤️🇧🇷⭐️ #brasildaesperança #Lula #EquipeLula #fome,18300,1,Mediano,Mediano,Bombou,Mediano
295,7139878521756847365,Font Red,K_03_CASA 13_Conheça o casa13_OHA_casa13.pt.org.br_01_2_☆,25.1,segunda-feira,43100,85,74,Conheça o Casa 13! Um site que vai te fornecer materiais incríveis para virar votos e conhecer mais sobre o que o PT já fez na sua cidade ❤️🇧🇷⭐️ #brasildaesperança #casa13 #equipelula,2233,1,Flopou,Flopou,Flopou,Flopou
296,7139907179515104518,Eyebrow Dress shirt Joy Tie Smile Microphone Suit Happy Gesture Chin Forehead,Haare_ESSE É O JAIR.,75.18,segunda-feira,322000,1887,2024,#jair #bolsonaro #presidente #brasil #deus #patria #familia #🇧🇷 #liberdade,42400,0,Bombou,Bombou,Bombou,Bombou
297,7139908004136111365,Greeting Suit Happy Poster Coat Human Joy Font Smile Hat Gesture Person Product,LULA 13_PRESIDENTE_ALCKMIN VICE_NO GOVERNO LULA_AS DOMÉSTICAS_FORAM RECEBIDAS_PETE_ZHO_CON_VEN_12_X,77.99,segunda-feira,214300,554,2136,#educação e #direitos para todos os trabalhadores e trabalhadoras brasileiras. Esse é o compromisso do #brasildaesperança 🇧🇷❤️⭐️ #Equipelula #trabalhodomestico #universidade #ensinosuperior,16500,1,Mediano,Mediano,Bombou,Mediano
298,7139924785974217990,Public space Human Person Product Hat Exposed Social group World Green Crowd Plant Clothing Blurred Leisure,Mulheres com Bolsonaro._- Novo Hamburgo/RS._- Assim em todo o Brasil._- Elas estão no comando._UNEA,29.46,segunda-feira,151400,460,615,#mulher #bolsonaro #verdade #jair #jairbolsonaro #deus #patria #familia #liberdade #❤️ #🌷,10400,0,Mediano,Mediano,Mediano,Flopou
299,7139971812351331589,Organism Summer Person Travel Nature Terrestrial plant Hat Adaptation Headgear People in nature Vertebrate Botany,que a gente não assuma a responsabilidade_de mudar de comportamento_que_NAVA_Dia da Amazônia_dade_NAV_Love_que a gente não assuma a responsabilidade_de mudar de comportamento,139.83,segunda-feira,48000,102,126,"Ou cuidamos do nosso #ecossistema e da nossa #biodiversidade ou seremos a única espécie a se autodestruir. Com toda a inteligência e informação que temos hoje, precisamos trabalhar na #preservação e recuperação da #amazônia #diadaamazônia #brasildaesperança #Lula",2764,1,Flopou,Flopou,Flopou,Flopou
300,7140012090147736837,Event Blurred Social group Fun Product Superman Joy Smile Person Happy Fan Hat Interaction Entertainment,ATU_Encontro com assistentes_sociais em São Paulo,18.43,segunda-feira,71700,195,100,#brasildaesperança #assistenciasocial #Lula #EquipeLula,5456,1,Flopou,Flopou,Flopou,Flopou
301,7140046388200525062,Bag Furniture Trousers Chair Clothing Luggage and bags Footwear World Shoe Entertainment Person Joy,ULA3_IDENTE_MIN VIC,28.98,segunda-feira,107400,452,1454,"Padre Julio Lancellotti “Lula não vai fechar igrejas, Lula abre o coração” ❤️ #igrejasevangélicas #evangelicostiktok #religião #brasildaesperança",10500,1,Flopou,Mediano,Bombou,Mediano
302,7140079246764018949,Joy Person Kiss Nose Skin Daytime Chin Glasses Hairstyle Organ Blue Forehead,Obrigado,8.47,segunda-feira,64500,138,120,📸 Ricardo Stuckert #brasildaesperança #saopaulo #Lula #lulapresidente13,3863,1,Flopou,Flopou,Flopou,Flopou
303,7140278202722782469,Person Microphone Font Gesture,LULA 13_PRESIDENTE_ALCKMIN VICE_ΑΕ_A_A eleição_mais importante_AIS_IMPORTANTE_DA HISTÓRIA_x,28.16,terça-feira,70700,234,216,Essa é a #eleição mais importante da história do país. É o momento se decidirmos pela #democracia e #direitos do #povobrasileiro 🇧🇷❤️⭐️,5339,1,Flopou,Flopou,Flopou,Flopou
304,7140298643613011206,Blazer Sleeve Tie Dress shirt Collar Formal wear Joy Smile White-collar worker Flash photography,ARO,11.42,terça-feira,711100,1354,2472,#jair #bolsonaro #presidente #brasil #deus #patria #familia #liberdade #forte #abraco #jairbolsonaro #🇧🇷,79200,0,Viral,Bombou,Bombou,Viral
305,7140333564603731206,Hat Exposed Eyebrow Smile Nose Joy Skin Forehead Photograph Lip Hairstyle Person Hair Chin,Faz o Le vem,39.98,terça-feira,125200,369,784,Cuidado com as fake news que circulam por aí! Faz o L e vem para o #brasildaesperança 🇧🇷❤️⭐️ #VAR #Lula #Brasil #crescimento #juninhopernambucano,12300,1,Mediano,Flopou,Mediano,Mediano
306,7140400801607912710,Font Person Human anatomy Brain Jaw Muscle Entertainment,-_Faça sua versão_com esse áudio_ATL_Faça sua_Versão_CORAÇAO,13.12,terça-feira,460100,1309,4110,Use esse áudio e grave o seu vídeo! 🇧🇷❤️⭐️ #FazoL #Lula #brasildaesperança,44800,1,Bombou,Bombou,Viral,Bombou
307,7140417818482232582,Entertainment Concert Performing arts Electric blue Gas Music Font Projection screen Visual effect lighting Music venue,- Me parece uma vídeo-_montagem._Obs: Autor desconhecido.,16.97,terça-feira,1500000,5064,6175,BolsonaroMessiasJair (@bolsonaromessiasjair) no TikTok,184300,0,Viral,Viral,Viral,Viral
308,7140475103313284358,Building Architecture World Person Entertainment Line Lighting Light Fireworks Sky Photograph,07/09_JÁ RAIOU A LIBERDADE_NO HORIZONTE DO BRASIL,26.82,quarta-feira,259900,837,1270,#brasilia #independencia #brasil #acima #de #tudo #deus #todos #parabens #🇧🇷 #df #distrito #federal,32200,0,Bombou,Mediano,Bombou,Bombou
309,7140627900113505541,Human Product Coat Person Outerwear Fashion Clothing Crowd Jacket Facial expression Social group,"ÉS BELÓ, ÉS FORTE, IMPAVIDO COLOSSO_ÉS BEL_OSSO_ÉS BELO, ES FORTE, IMPÁVIDO COLOSSO_Ha_Cho",128.96,quarta-feira,299900,968,9136,"200 anos de independência hoje. 7 de setembro deveria ser um dia de #amor e #união pelo Brasil. Infelizmente, não é o que acontece hoje. Tenho fé que o Brasil irá reconquistar sua #bandeira, #soberania e #democracia. #brasildaesperança #Lula #7desetembro #independenciadobrasil",22300,1,Bombou,Bombou,Viral,Mediano
310,7140661248114330886,Blue Clothing Facial expression Outerwear Organ Smile Muscle Person Forehead Head Joy Shirt,"""Lula não fecha igrejas._Lula abre o coração._Padre Júlio Lancellotti",14.7,quarta-feira,75500,124,174,❤️🇧🇷⭐️❤️ #lula #coração #igrejas #brasildaesperança #cristãosnotiktok,4313,1,Flopou,Flopou,Flopou,Flopou
311,7140714466550861061,Rage Font Rectangle Animal Art Aircraft Person,DRAYIL_20_#Com LulaPelo Brasil,18.71,quarta-feira,82600,184,403,7 vezes que o #lula lutou pela independência do Brasil. Via @lulacombr 🇧🇷❤️ #7desetembro #independenciabrasil #brasildaesperança #brasil🇧🇷,4421,1,Flopou,Flopou,Flopou,Flopou
312,7140748124288584965,Happy Smile Clothing Forehead,por tras do Lula,8.61,quarta-feira,154200,429,119,Descubra quem está por trás do Lula 👀 #brasildaesperança #povobrasileiro #duplacamada #lula,10700,1,Mediano,Mediano,Flopou,Mediano
313,7140785051674905861,Gesture Dress shirt Person Blazer Wrinkle Coat Collar Sleeve Joy Beard,Lula fala_ao povo brasileiro,79.97,quarta-feira,1200000,5693,6635,"O Brasil comemora 200 anos de Independência neste 7 de setembro. Em vez de levar ao povo brasileiro uma mensagem de paz, de união e de esperança, o presidente da República utilizou a data para fazer campanha eleitoral e para ofender seus adversários. Nós nunca usamos o dia da pátria, um dia que é do povo brasileiro, como instrumento político. Nosso país precisa de amor, não de ódio. #brasildaesperança #amor #7desetembro #Lula #patria #brasil",96600,1,Viral,Viral,Viral,Viral
314,7140818882641661189,Jaw Person Eyebrow Sad Hat Hair Nose Chin Product People Gesture Font Forehead Joy Blurred,E9_Jair M. Bolsonaro Ⓒ_@jairbolsonaro_Folha de S.Paulo_@folha_FOLHA_Sexo: Problemas de ereção_atingem cerca de 70% dos_homens na idade de Bolsonaro,11.17,quarta-feira,304300,946,531,BolsonaroMessiasJair (@bolsonaromessiasjair) no TikTok,25600,0,Bombou,Bombou,Mediano,Bombou
315,7141020675409726726,Rectangle Font,nr_DERTO_A história_desse menino,86.63,quinta-feira,1100000,3732,7716,"A história de Lula é marcada pela fome, pela luta, pelo trabalho e principalmente pela ESPERANÇA. Ele conhece a realidade do povo, por que ele também é povo. E ele acreditou. Acredite, o amanhã vai ser melhor. #LulaPresidente #BrasildaEsperança",116700,1,Viral,Viral,Viral,Viral
316,7141054704879930650,Forehead Cheek Jaw Smile Sleeve Collar Person,"Obrigado por esse apoio,_por essa consideração,",36.36,quinta-feira,5000000,43200,31200,#jairbolsonaro #bolsonaro #jair #obrigado #girassois #brasil #🇧🇷 #presidente #um #abraco #deus #patria #familia,632300,0,Viral,Viral,Viral,Viral
317,7141114627265400091,Sneakers Pants Person Top Youth Hat Shorts Red Event Tree Shoe T-shirt Sleeve Pink,VAMOS_HA_LULA 2022_RIO DE_Diret JANEIRO_PT_LULA 2022_aneiro,17.2,quinta-feira,171500,373,316,Olha como são os atos do #lula ❤️🇧🇷 #brasildaesperança #novaiguaçu #riodejaneiro #equipelula,17600,1,Mediano,Flopou,Flopou,Mediano
318,7141325739667770630,Light Christmas tree Christmas ornament Font Christmas decoration Plant Decoration Lighting Holiday ornament Evergreen,OHA_GUA_Salário mínimo_Fa_ਬਹਾਯੂ_não se aumenta_de,45.56,sexta-feira,766900,1759,9140,Aumentar o salário mínimo é aumentar o direito da pessoa comer e viver com dignidade ❤️🇧🇷 #salariominimo #brasildaesperança #Lula,53000,1,Viral,Bombou,Viral,Bombou
319,7141328718684900614,Joy Person Forehead Head Glasses Hairstyle Mouth Sunglasses Eyebrow Green Facial expression Vision care Nose,,57.96,sexta-feira,895600,2235,4933,"- Parece que o ex-presidiário se sentiu excluído após esse vídeo. Em resposta, chamou o povo de ""cuscuz clã"", talvez porque assistiu a milhões de brasileiros vestindo amarelo.",168200,0,Viral,Bombou,Viral,Viral
320,7141387420041301254,Sleeve Electric blue Darth vader Personal protective equipment,"Com Lula, o Brasil vai_virar comunista._AVONVERSE NO CAN",30.11,sexta-feira,86500,286,858,"Enquanto eles tentam te assustar com velhos fantasmas, você sabe que Lula foi o presidente que mais fez pelo o povo brasileiro. Nem adianta tentar assombrar. Agora é Lula Presidente! #LulaPresidente #BrasildaEsperança #fantasmas #Lula",5619,1,Flopou,Flopou,Mediano,Flopou
321,7141433328338603270,Mobile phone Mobile device Gesture Portable communications device Automotive lighting Gadget Communication Device Telephony Product Font,"A TRABALHADORA_DIA DO TRABALHADOR_1_2022_DE MAIO_Vi_EMPREGO, DIREITOS, DEMOCRACIA_UGT_VINC_●N_Lulaokê_PÚBLICA",11.91,sexta-feira,73400,121,28,Gosta de karaokê ? Então vem pro Lulaokê! 🎤 #equipelula #brasildaesperança #lula #karaoke,2912,1,Flopou,Flopou,Flopou,Flopou
322,7141455832692149510,Blurred Fun Exposed Person Shoe Flooring Footwear Top Joy Shorts Curtain Thigh Event,08/09_ALVORADA,33.3,sexta-feira,166100,663,424,#jairbolsonaro #molecada #brasilia #distrito #federa #df #alvorada #deus #patria #familia #jair #bolsonaro #🇧🇷,16600,0,Mediano,Mediano,Mediano,Mediano
323,7141495087296515334,Human Eyelash Photograph Muscle Community Microphone Facial expression Product Person Gesture Hat Hand,"esse povo_quer comida,_BUDO",70.33,sexta-feira,501100,2548,8630,“Eu não teria chegado onde eu cheguei se não fosse a mão de Deus guiando os meus passos.” ❤️🇧🇷🦑 #brasildaesperança #Deus #Lula #lulapresidente,41300,1,Bombou,Viral,Viral,Bombou
324,7141520592070511877,Hat Beard Joy Human Poster Person Font Smile Publication,Ouça no_Spotify_Lula Oficial_ENTREVISTA_COM O TROMPETISTA_Vem pro_SPOTIFY!,15.18,sexta-feira,76900,78,22,Vem ouvir a história do @Trom_Petista e muitas outras no Spotify ❤️#EquipeLula #brasildaesperança,2644,1,Flopou,Flopou,Flopou,Flopou
325,7141713561314757894,Forehead Facial hair Beard Chin Head Packaged goods,"****_que a gene_participa,",66.48,sábado,115700,387,393,O Brasil precisa de paz na política 🇧🇷❤️ #lulapresidente #brasildaesperança #paz #políticabrasileira,8378,1,Flopou,Mediano,Flopou,Flopou
326,7141734333705997574,Toy Dog breed Dog Pet supply Blurred Joy Carnivore Snout Fawn Companion dog,,18.71,sábado,1000000,2222,4635,#caozinho #cao #animal #jair #bolsonaro #jairbolsonaro #presidente #nao #e #brincadeira #fome #amigos #do #expresidiario #atencao #brasil #🇧🇷 #animaizinhos #indefesos,145400,0,Viral,Bombou,Viral,Viral
327,7141861750957198598,Happy Gesture Hairstyle Person Human Hair Yellow Organ Joy Smile Blue Hat Product,OSBANAN rovence ANEN_TOLONEN_WIDER_Solução =_1178_LULA_PRESIDENTE_ALCKMIN VICE_13_LULA_PRESIDENTE_ALCKMIN VICE_13_LULA_PRESIDENTE_ALCKMIN VICE_13,30.3,sábado,114300,237,591,A solução é Lula 13 ⭐️🇧🇷❤️🦑 #brasildaesperança #LulaPresidente,8912,1,Flopou,Flopou,Mediano,Flopou
328,7142081541441686789,Fun Mouth Gesture Beauty Hat Font Jaw Eyelash Muscle Happy,Cuidar do nosso_Povo_aposentados_Is_binge,62.97,domingo,249000,965,1524,"Mais do que governar, cuidar do nosso povo 🇧🇷❤️🦑 #brasildaesperança",24000,1,Mediano,Bombou,Bombou,Mediano
329,7142087873389546757,Arm Face Outerwear Thigh Pants Joy Leg Head Hair Person Happy Hat Interaction Microphone Gesture,LEGISLAÇÕES EM_DEFESA DA MULHER.,51.45,domingo,174600,731,1166,#mulheres #brasil #atendendo #pedido #delas #deus #patria #familia #liberdade #presidente #jair #bolsonaro #jairbolsonaro #brasil #🇧🇷,18300,0,Mediano,Mediano,Bombou,Mediano
330,7142227938459651334,Moustache Chin Facial hair Joy Wrinkle Tie Beard Spokesperson Hair Dress shirt Gesture,DIA_BORA_LULA!,10.8,domingo,984500,3286,2088,"E você, já falou sobre as propostas do Lula para um #BrasildeEsperança ? Chegou a hora de virar votos! Acesse lula.com.br pra saber mais! #lulapresidente #Lula #Propostas #borabill",135800,1,Viral,Viral,Bombou,Viral
331,7142468971042721029,Textile Shorts Exposed Player Sleeve Fashion Top Product Font World Jersey Sportswear,NOME_JAIR MESSIAS_BOLSONARO,26.19,segunda-feira,129000,463,226,#jair #bolsonaro #presidente #22 #jairbolsonaro #nascimento #idade #numero #brasil #🇧🇷 #2022 #brazil #president #birthday #adiante #selva #deus #patria #familia,10700,0,Mediano,Mediano,Flopou,Mediano
332,7142533472563858694,Sharing Poster Glasses Facial expression Advertising Publication Font Person Gesture Interaction Happy Event,PRESIDENTE_LULA 13_ISPERA_ALCKMIN VICE_OLEK_VOTE_102_Juntos pela_Democracia!_ΜΕ_MART_VA_JUNTOS PELA_DEMOCRACIA,89.91,segunda-feira,450500,1924,4911,Lula e Marina Silva juntos pela Democracia 🇧🇷❤️ #brasildaesperança #equipelula #Democracia #eleições #lulapresidente,39000,1,Bombou,Bombou,Viral,Bombou
333,7142592433547758854,Product Font Rectangle,Dizem que esse_foi o m_Ruskin ller_MULTI_SHOW_AO VIVO_DID_Rock in Rio_ی کی_#GilsonshoMultishow,17.74,segunda-feira,713200,1370,1348,Obrigado RiR 🇧🇷❤️🦑 🎸 #rockinriobrasil #lula #brasildaesperança #oleolechallenge,99000,1,Viral,Bombou,Bombou,Viral
334,7142617092863347974,Gesture Thigh Sportswear Exposed Knee Font Person Watch,12/09_ASSINATURA DO LIVRO_DE CONDOLÊNCIAS PELO_PASSAMENTO DA RAINHA_ELIZABETH II_EMBAIXADA DO REINO UNIDO_AROHARD_APLADA_Pr,19.2,segunda-feira,124700,191,74,#jairbolsonaro #rainha #elizabeth #brasil #brazil #god #save #the #queen #deus #salve #a #raiva #presidente #president #jair #bolsonaro #🇧🇷 #embaixada #df #brasilia,8667,0,Flopou,Flopou,Flopou,Flopou
335,7142680572878540038,Suit Event Person Chin Public speaking Spokesperson Blazer Font Tie Gesture,LULA_PRESIDENTE_SABATINA CNN BRASIL_VAMOS_RECUPERAR_A PAZ NO BRASIL_+,90.16,segunda-feira,207400,1027,1190,Esse país precisa de paz para prosperar 🕊#brasildaesperança #paz #Lulapresidente13 #jornalcnn,20300,1,Mediano,Bombou,Bombou,Mediano
